"ensembl_transcript_id","ensembl_gene_id","X","X3UTR_chrom","X3UTR_start","X3UTR_end","external_gene_name","description"
"ENST00000376736","ENSG00000135002",14694,"chr9",76385525,76387398,"RFK","riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]"
"ENST00000319380","ENSG00000175931",14699,"chr17",76389455,76390942,"UBE2O","ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]"
"ENST00000319380","ENSG00000175931",14698,"chr17",76389455,76390942,"UBE2O","ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]"
"ENST00000644823","ENSG00000119715",14700,"chr14",76498458,76501837,"ESRRB","estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]"
"ENST00000380887","ENSG00000119715",14702,"chr14",76500721,76501837,"ESRRB","estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]"
"ENST00000509242","ENSG00000119715",14701,"chr14",76500721,76501835,"ESRRB","estrogen related receptor beta [Source:HGNC Symbol;Acc:HGNC:3473]"
"ENST00000324432","ENSG00000091073",14703,"chr7",76505601,76505991,"DTX2","deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]"
"ENST00000413936","ENSG00000091073",14704,"chr7",76505601,76505994,"DTX2","deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]"
"ENST00000430490","ENSG00000091073",14705,"chr7",76505601,76505991,"DTX2","deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]"
"ENST00000446600","ENSG00000091073",14706,"chr7",76505601,76505988,"DTX2","deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973]"
"ENST00000640006","ENSG00000284526",14707,"chr17",76563709,76566271,"","novel protein"
"ENST00000333090","ENSG00000182704",14710,"chr11",76796678,76798144,"TSKU","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"ENST00000527881","ENSG00000182704",14708,"chr11",76796678,76798144,"TSKU","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"ENST00000612930","ENSG00000182704",14709,"chr11",76796678,76798153,"TSKU","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"ENST00000320963","ENSG00000117906",14736,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14724,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14722,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14719,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14721,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14723,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14725,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14720,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000320963","ENSG00000117906",14726,"chr15",76949222,76949860,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14718,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14737,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14735,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14715,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14712,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14731,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14734,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14714,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394883","ENSG00000117906",14713,"chr15",76949222,76949850,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14733,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14716,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14717,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14729,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14727,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14730,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14732,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14728,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000394885","ENSG00000117906",14711,"chr15",76949222,76954393,"RCN2","reticulocalbin 2 [Source:HGNC Symbol;Acc:HGNC:9935]"
"ENST00000416496","ENSG00000165891",14738,"chr12",77021247,77024138,"E2F7","E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]"
"ENST00000322886","ENSG00000165891",14739,"chr12",77021250,77024014,"E2F7","E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820]"
"ENST00000238647","ENSG00000119669",14741,"chr14",77024542,77025401,"IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"ENST00000238647","ENSG00000119669",14742,"chr14",77024542,77025401,"IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"ENST00000238647","ENSG00000119669",14743,"chr14",77024542,77025401,"IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"ENST00000238647","ENSG00000119669",14744,"chr14",77024542,77025401,"IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"ENST00000238647","ENSG00000119669",14740,"chr14",77024542,77025401,"IRF2BPL","interferon regulatory factor 2 binding protein like [Source:HGNC Symbol;Acc:HGNC:14282]"
"ENST00000267970","ENSG00000140391",14745,"chr15",77041403,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000267970","ENSG00000140391",14747,"chr15",77041403,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000267970","ENSG00000140391",14746,"chr15",77041403,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000267970","ENSG00000140391",14748,"chr15",77041403,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000267970","ENSG00000140391",14749,"chr15",77041403,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000346495","ENSG00000140391",14751,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000346495","ENSG00000140391",14752,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000346495","ENSG00000140391",14758,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000346495","ENSG00000140391",14756,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000346495","ENSG00000140391",14754,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000424443","ENSG00000140391",14753,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000424443","ENSG00000140391",14759,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000424443","ENSG00000140391",14755,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000424443","ENSG00000140391",14757,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000424443","ENSG00000140391",14750,"chr15",77046029,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000561277","ENSG00000140391",14762,"chr15",77046059,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000561277","ENSG00000140391",14764,"chr15",77046059,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000561277","ENSG00000140391",14763,"chr15",77046059,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000561277","ENSG00000140391",14761,"chr15",77046059,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000561277","ENSG00000140391",14760,"chr15",77046059,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000559494","ENSG00000140391",14767,"chr15",77046083,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000559494","ENSG00000140391",14769,"chr15",77046083,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000559494","ENSG00000140391",14768,"chr15",77046083,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000559494","ENSG00000140391",14765,"chr15",77046083,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000559494","ENSG00000140391",14766,"chr15",77046083,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000558745","ENSG00000140391",14771,"chr15",77046331,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000558745","ENSG00000140391",14770,"chr15",77046331,77046834,"TSPAN3","tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]"
"ENST00000237654","ENSG00000118816",14772,"chr4",77047154,77048218,"CCNI","cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]"
"ENST00000237654","ENSG00000118816",14773,"chr4",77047154,77048218,"CCNI","cyclin I [Source:HGNC Symbol;Acc:HGNC:1595]"
"ENST00000255198","ENSG00000132846",14775,"chr5",77072071,77077173,"ZBED3","zinc finger BED-type containing 3 [Source:HGNC Symbol;Acc:HGNC:20711]"
"ENST00000255198","ENSG00000132846",14774,"chr5",77072071,77077173,"ZBED3","zinc finger BED-type containing 3 [Source:HGNC Symbol;Acc:HGNC:20711]"
"ENST00000560626","ENSG00000173517",14777,"chr15",77100655,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000560626","ENSG00000173517",14776,"chr15",77100655,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000682557","ENSG00000173517",14778,"chr15",77108157,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000682557","ENSG00000173517",14779,"chr15",77108157,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000312493","ENSG00000173517",14780,"chr15",77108163,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000312493","ENSG00000173517",14781,"chr15",77108163,77114155,"PEAK1","pseudopodium enriched atypical kinase 1 [Source:HGNC Symbol;Acc:HGNC:29431]"
"ENST00000430767","ENSG00000129657",14784,"chr17",77214023,77216802,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000430767","ENSG00000129657",14785,"chr17",77214023,77216802,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000430767","ENSG00000129657",14787,"chr17",77214023,77216802,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000430767","ENSG00000129657",14790,"chr17",77214023,77216802,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000430767","ENSG00000129657",14782,"chr17",77214023,77216802,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000436233","ENSG00000129657",14791,"chr17",77214023,77217101,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000436233","ENSG00000129657",14788,"chr17",77214023,77217101,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000436233","ENSG00000129657",14783,"chr17",77214023,77217101,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000436233","ENSG00000129657",14786,"chr17",77214023,77217101,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000436233","ENSG00000129657",14789,"chr17",77214023,77217101,"SEC14L1","SEC14 like lipid binding 1 [Source:HGNC Symbol;Acc:HGNC:10698]"
"ENST00000261534","ENSG00000009830",14792,"chr14",77274955,77277375,"POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENST00000556394","ENSG00000009830",14793,"chr14",77274966,77277375,"POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENST00000682467","ENSG00000009830",14794,"chr14",77275029,77277375,"POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENST00000682795","ENSG00000009830",14795,"chr14",77277007,77277375,"POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENST00000682247","ENSG00000009830",14796,"chr14",77277009,77277292,"POMT2","protein O-mannosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19743]"
"ENST00000216479","ENSG00000100591",14799,"chr14",77469249,77469472,"AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"ENST00000216479","ENSG00000100591",14797,"chr14",77469249,77469472,"AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"ENST00000216479","ENSG00000100591",14798,"chr14",77469249,77469472,"AHSA1","activator of HSP90 ATPase activity 1 [Source:HGNC Symbol;Acc:HGNC:1189]"
"ENST00000336216","ENSG00000140382",14800,"chr15",77482969,77485603,"HMG20A","high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]"
"ENST00000381714","ENSG00000140382",14801,"chr15",77482969,77485603,"HMG20A","high mobility group 20A [Source:HGNC Symbol;Acc:HGNC:5001]"
"ENST00000329047","ENSG00000184640",14811,"chr17",77498658,77500593,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000329047","ENSG00000184640",14809,"chr17",77498658,77500593,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000423034","ENSG00000184640",14816,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000423034","ENSG00000184640",14814,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427177","ENSG00000184640",14808,"chr17",77498658,77500593,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427177","ENSG00000184640",14815,"chr17",77498658,77500593,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427180","ENSG00000184640",14818,"chr17",77498658,77500592,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427180","ENSG00000184640",14820,"chr17",77498658,77500592,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427674","ENSG00000184640",14803,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000427674","ENSG00000184640",14817,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000431235","ENSG00000184640",14802,"chr17",77498658,77500596,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000431235","ENSG00000184640",14810,"chr17",77498658,77500596,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000449803","ENSG00000184640",14804,"chr17",77498658,77500592,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000449803","ENSG00000184640",14807,"chr17",77498658,77500592,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000541152","ENSG00000184640",14812,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000541152","ENSG00000184640",14813,"chr17",77498658,77500594,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000591088","ENSG00000184640",14805,"chr17",77498658,77499024,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000591198","ENSG00000184640",14806,"chr17",77498658,77499029,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000592951","ENSG00000184640",14819,"chr17",77498658,77499040,"SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]"
"ENST00000525428","ENSG00000074201",14821,"chr11",77614529,77616695,"CLNS1A","chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]"
"ENST00000263309","ENSG00000074201",14822,"chr11",77616194,77616695,"CLNS1A","chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]"
"ENST00000525064","ENSG00000074201",14823,"chr11",77616194,77616695,"CLNS1A","chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080]"
"ENST00000380377","ENSG00000171530",14824,"chr5",77691165,77691417,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000306388","ENSG00000171530",14826,"chr5",77691240,77693121,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000517679","ENSG00000171530",14825,"chr5",77691240,77691417,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000520361","ENSG00000171530",14827,"chr5",77691247,77691417,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000651106","ENSG00000171530",14828,"chr5",77691258,77693409,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000518338","ENSG00000171530",14829,"chr5",77691266,77691417,"TBCA","tubulin folding cofactor A [Source:HGNC Symbol;Acc:HGNC:11579]"
"ENST00000504123","ENSG00000138767",14830,"chr4",77713386,77720430,"CNOT6L","CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]"
"ENST00000649644","ENSG00000138767",14831,"chr4",77713386,77720430,"CNOT6L","CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]"
"ENST00000261531","ENSG00000100603",14832,"chr14",77717598,77718087,"SNW1","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]"
"ENST00000554775","ENSG00000100603",14833,"chr14",77717627,77718087,"SNW1","SNW domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16696]"
"ENST00000515506","ENSG00000138767",14834,"chr4",77718020,77720636,"CNOT6L","CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]"
"ENST00000618282","ENSG00000102158",14836,"chrX",77825746,77829219,"MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"ENST00000618282","ENSG00000102158",14835,"chrX",77825746,77829219,"MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"ENST00000358075","ENSG00000102158",14838,"chrX",77826363,77829219,"MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"ENST00000358075","ENSG00000102158",14837,"chrX",77826363,77829219,"MAGT1","magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]"
"ENST00000370768","ENSG00000162613",14839,"chr1",77944054,77948765,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370768","ENSG00000162613",14840,"chr1",77944054,77948765,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370768","ENSG00000162613",14841,"chr1",77944054,77948765,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370767","ENSG00000162613",14844,"chr1",77948404,77948872,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370767","ENSG00000162613",14842,"chr1",77948404,77948872,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370767","ENSG00000162613",14843,"chr1",77948404,77948872,"FUBP1","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
"ENST00000370763","ENSG00000162616",14846,"chr1",78016247,78017964,"DNAJB4","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]"
"ENST00000370763","ENSG00000162616",14845,"chr1",78016247,78017964,"DNAJB4","DnaJ heat shock protein family (Hsp40) member B4 [Source:HGNC Symbol;Acc:HGNC:14886]"
"ENST00000281031","ENSG00000151366",14847,"chr11",78068296,78069986,"NDUFC2","NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]"
"ENST00000534029","ENSG00000151366",14848,"chr11",78069855,78069986,"NDUFC2","NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]"
"ENST00000525085","ENSG00000151366",14849,"chr11",78069857,78069986,"NDUFC2","NADH:ubiquinone oxidoreductase subunit C2 [Source:HGNC Symbol;Acc:HGNC:7706]"
"ENST00000590602","ENSG00000141524",14851,"chr17",78107396,78113147,"TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
"ENST00000590602","ENSG00000141524",14853,"chr17",78107396,78113147,"TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
"ENST00000590602","ENSG00000141524",14850,"chr17",78107396,78113147,"TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
"ENST00000590602","ENSG00000141524",14852,"chr17",78107396,78113147,"TMC6","transmembrane channel like 6 [Source:HGNC Symbol;Acc:HGNC:18021]"
"ENST00000589711","ENSG00000108639",14858,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14860,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14857,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14862,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14855,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14859,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14863,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14856,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14861,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000589711","ENSG00000108639",14854,"chr17",78171738,78173527,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14883,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14880,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14875,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14864,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14882,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14876,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14870,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
"ENST00000225777","ENSG00000108639",14878,"chr17",78171936,78172720,"SYNGR2","synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]"
