,index,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used
11037,11037,chr2,54972960,54973032,-,49.91915714,K562
11038,11038,chr2,54973032,54973109,-,400.0,K562
11039,11039,chr2,54973039,54973078,-,73.1315319,K562
11040,11040,chr2,54973078,54973108,-,73.0316852,K562
11041,11041,chr2,54972226,54972271,-,3.511542639,HepG2
11042,11042,chr2,54972229,54972283,-,29.61785683,K562
11043,11043,chr2,54972831,54972855,-,4.269339392,HepG2
11044,11044,chr2,54972831,54972855,-,4.269339392,HepG2
11045,11045,chr2,54972226,54972271,-,3.511542639,HepG2
11046,11046,chr2,54972229,54972283,-,29.61785683,K562
11047,11047,chr2,54972711,54972732,-,28.64669941,K562
11048,11048,chr2,54972831,54972855,-,4.269339392,HepG2
11049,11049,chr2,54973032,54973109,-,400.0,K562
11050,11050,chr2,54973032,54973109,-,400.0,K562
11051,11051,chr2,54972960,54973032,-,49.91915714,K562
11052,11052,chr2,54972831,54972855,-,4.269339392,HepG2
11053,11053,chr2,54972711,54972732,-,28.64669941,K562
11054,11054,chr2,54973039,54973078,-,73.1315319,K562
11055,11055,chr2,54973078,54973108,-,73.0316852,K562
11056,11056,chr2,54973078,54973108,-,73.0316852,K562
11057,11057,chr2,54972711,54972732,-,28.64669941,K562
11058,11058,chr2,54972226,54972271,-,3.511542639,HepG2
11059,11059,chr2,54972229,54972283,-,29.61785683,K562
11060,11060,chr2,54972831,54972855,-,4.269339392,HepG2
11061,11061,chr2,54973039,54973078,-,73.1315319,K562
11062,11062,chr2,54973032,54973109,-,400.0,K562
11063,11063,chr2,54973078,54973108,-,73.0316852,K562
11064,11064,chr2,54972960,54973032,-,49.91915714,K562
11065,11065,chrX,55007662,55007715,+,4.105895486,K562
11066,11066,chr1,55064017,55064062,+,4.734599103,K562
11067,11067,chr1,55064757,55064821,+,15.93754776,HepG2
11068,11068,chr1,55064036,55064060,+,3.424169967,K562
11069,11069,chr1,55063844,55063885,+,9.3734449,HepG2
11070,11070,chr1,55064714,55064820,+,35.42865226,HepG2
11071,11071,chr1,55064153,55064191,+,7.543133147,HepG2
11072,11072,chr1,55064471,55064533,+,5.456039798,K562
11073,11073,chr1,55064245,55064264,+,5.967101334,HepG2
11074,11074,chr1,55064705,55064841,+,14.97625384,K562
11075,11075,chr1,55064461,55064534,+,20.604429,HepG2
11076,11076,chr1,55064482,55064544,+,6.564171554,K562
11077,11077,chr1,55064036,55064060,+,3.424169967,K562
11078,11078,chr1,55064013,55064061,+,7.399850431,HepG2
11079,11079,chr1,55063844,55063885,+,9.3734449,HepG2
11080,11080,chr1,55064023,55064094,+,16.57163839,HepG2
11081,11081,chr1,55064013,55064061,+,7.399850431,HepG2
11082,11082,chr1,55064714,55064820,+,35.42865226,HepG2
11083,11083,chr1,55064757,55064821,+,15.93754776,HepG2
11084,11084,chr1,55064629,55064673,+,6.999749484,HepG2
11085,11085,chr1,55064705,55064841,+,14.97625384,K562
11086,11086,chr1,55064629,55064673,+,6.999749484,HepG2
11087,11087,chr1,55064017,55064062,+,4.734599103,K562
11088,11088,chr1,55064023,55064094,+,16.57163839,HepG2
11089,11089,chr1,55064245,55064264,+,5.967101334,HepG2
11090,11090,chr1,55064461,55064534,+,20.604429,HepG2
11091,11091,chr1,55064471,55064533,+,5.456039798,K562
11092,11092,chr1,55064153,55064191,+,7.543133147,HepG2
11093,11093,chr1,55064482,55064544,+,6.564171554,K562
11094,11094,chr19,55132880,55132957,-,7.725388919,K562
11095,11095,chr19,55132880,55132957,-,7.725388919,K562
11096,11096,chr19,55132880,55132957,-,7.725388919,K562
11097,11097,chr19,55132880,55132957,-,7.725388919,K562
11098,11098,chr19,55132880,55132957,-,7.725388919,K562
11099,11099,chr19,55132880,55132957,-,7.725388919,K562
11100,11100,chr19,55132880,55132957,-,7.725388919,K562
11101,11101,chr19,55132880,55132957,-,7.725388919,K562
11102,11102,chr14,55148220,55148272,-,3.805119784,K562
11103,11103,chr14,55148220,55148272,-,3.805119784,K562
11104,11104,chr19,55230188,55230260,-,15.40920273,K562
11105,11105,chr19,55230382,55230426,-,6.45759775,K562
11106,11106,chr19,55230166,55230255,-,15.91739413,K562
11107,11107,chr19,55312325,55312451,+,5.266761796,K562
11108,11108,chr19,55312325,55312451,+,5.266761796,K562
11109,11109,chr19,55312325,55312451,+,5.266761796,K562
11110,11110,chr17,55323027,55323059,+,4.594322111,HepG2
11111,11111,chr17,55321362,55321373,+,4.613129145,HepG2
11112,11112,chr17,55321362,55321373,+,4.613129145,HepG2
11113,11113,chr17,55321362,55321373,+,4.613129145,HepG2
11114,11114,chr17,55323027,55323059,+,4.594322111,HepG2
11115,11115,chr17,55323395,55323408,+,4.545455288,HepG2
11116,11116,chr17,55321362,55321373,+,4.613129145,HepG2
11117,11117,chr17,55323395,55323408,+,4.545455288,HepG2
11118,11118,chr14,55353291,55353375,+,4.308259517,K562
11119,11119,chr14,55353291,55353375,+,4.308259517,K562
11120,11120,chr19,55365789,55365835,-,8.704718859,HepG2
11121,11121,chr19,55365789,55365835,-,8.704718859,HepG2
11122,11122,chr19,55365789,55365835,-,8.704718859,HepG2
11123,11123,chr17,55393204,55393223,-,3.96221267,HepG2
11124,11124,chr17,55393047,55393128,-,5.845397111,K562
11125,11125,chr17,55393009,55393132,-,9.803185421,K562
11126,11126,chr17,55392676,55392733,-,3.915254684,K562
11127,11127,chr17,55392689,55392718,-,3.96221267,HepG2
11128,11128,chr17,55393091,55393145,-,12.57826449,HepG2
11129,11129,chr17,55393433,55393473,-,7.65680713,HepG2
11130,11130,chr17,55393002,55393091,-,25.37923951,HepG2
11131,11131,chr17,55392685,55392717,-,7.878441141,HepG2
11132,11132,chr17,55392998,55393077,-,13.66880783,HepG2
11133,11133,chr17,55392998,55393077,-,13.66880783,HepG2
11134,11134,chr17,55392689,55392718,-,3.96221267,HepG2
11135,11135,chr17,55393002,55393091,-,25.37923951,HepG2
11136,11136,chr17,55393091,55393145,-,12.57826449,HepG2
11137,11137,chr17,55393047,55393128,-,5.845397111,K562
11138,11138,chr17,55392676,55392733,-,3.915254684,K562
11139,11139,chr17,55392685,55392717,-,7.878441141,HepG2
11140,11140,chr17,55393204,55393223,-,3.96221267,HepG2
11141,11141,chr17,55393433,55393473,-,7.65680713,HepG2
11142,11142,chr17,55393009,55393132,-,9.803185421,K562
11143,11143,chr19,55453035,55453128,-,4.681982602,K562
11144,11144,chr19,55453158,55453218,-,3.476468913,HepG2
11145,11145,chr19,55453057,55453141,-,4.396348092,K562
11146,11146,chr19,55453158,55453218,-,3.476468913,HepG2
11147,11147,chr19,55453057,55453141,-,4.396348092,K562
11148,11148,chr19,55453035,55453128,-,4.681982602,K562
11149,11149,chr19,55453057,55453141,-,4.396348092,K562
11150,11150,chr19,55453035,55453128,-,4.681982602,K562
11151,11151,chr19,55453158,55453218,-,3.476468913,HepG2
11152,11152,chrX,55453101,55453227,+,6.099840782,K562
11153,11153,chr19,55487280,55487343,+,4.269339392,HepG2
11154,11154,chr19,55591456,55591508,-,4.017282261,K562
11155,11155,chr4,55595272,55595300,-,14.37779303,K562
11156,11156,chr4,55595272,55595300,-,14.37779303,K562
11157,11157,chr4,55595272,55595300,-,14.37779303,K562
11158,11158,chr4,55595272,55595300,-,14.37779303,K562
11159,11159,chr15,55611654,55611716,-,4.52966126,HepG2
11160,11160,chr15,55611671,55611715,-,5.779849793,HepG2
11161,11161,chr19,55617036,55617078,+,3.199661376,HepG2
11162,11162,chr19,55616873,55616936,+,3.682185412,K562
11163,11163,chr19,55643180,55643292,+,7.641893755,K562
11164,11164,chr19,55643180,55643292,+,7.641893755,K562
11165,11165,chr19,55643180,55643292,+,7.641893755,K562
11166,11166,chr19,55645442,55645559,+,3.915254684,K562
11167,11167,chr19,55645442,55645559,+,3.915254684,K562
11168,11168,chr19,55645442,55645559,+,3.915254684,K562
11169,11169,chr19,55674239,55674307,+,29.43900601,K562
11170,11170,chr19,55674241,55674312,+,28.37307481,K562
11171,11171,chr19,55674340,55674370,+,6.125978175,K562
11172,11172,chr19,55674239,55674307,+,29.43900601,K562
11173,11173,chr19,55674337,55674405,+,14.23414525,K562
11174,11174,chr19,55674337,55674405,+,14.23414525,K562
11175,11175,chr19,55674241,55674312,+,28.37307481,K562
11176,11176,chr19,55674340,55674370,+,6.125978175,K562
11177,11177,chr19,55697152,55697196,+,4.739795003,HepG2
11178,11178,chr12,55725518,55725620,-,12.53701834,K562
11179,11179,chr12,55725523,55725611,-,6.793337622,K562
11180,11180,chr12,55725518,55725620,-,12.53701834,K562
11181,11181,chr12,55725523,55725611,-,6.793337622,K562
11182,11182,chr12,55725523,55725611,-,6.793337622,K562
11183,11183,chr12,55725518,55725620,-,12.53701834,K562
11184,11184,chr12,55725518,55725620,-,12.53701834,K562
11185,11185,chr12,55725523,55725611,-,6.793337622,K562
11186,11186,chr12,55725518,55725620,-,12.53701834,K562
11187,11187,chr12,55725523,55725611,-,6.793337622,K562
11188,11188,chr12,55725518,55725620,-,12.53701834,K562
11189,11189,chr12,55725523,55725611,-,6.793337622,K562
11190,11190,chr12,55725518,55725620,-,12.53701834,K562
11191,11191,chr12,55725523,55725611,-,6.793337622,K562
11192,11192,chr12,55725518,55725620,-,12.53701834,K562
11193,11193,chr12,55725523,55725611,-,6.793337622,K562
11194,11194,chr12,55725518,55725620,-,12.53701834,K562
11195,11195,chr12,55725523,55725611,-,6.793337622,K562
11196,11196,chr12,55725523,55725611,-,6.793337622,K562
11197,11197,chr12,55725518,55725620,-,12.53701834,K562
11198,11198,chr17,55777292,55777356,+,3.805119784,K562
11199,11199,chr17,55776493,55776565,+,4.734599103,K562
11200,11200,chr17,55776714,55776763,+,4.661830076,K562
11201,11201,chr17,55776714,55776763,+,4.661830076,K562
11202,11202,chr17,55777292,55777356,+,3.805119784,K562
11203,11203,chr17,55777292,55777356,+,3.805119784,K562
11204,11204,chr17,55776714,55776763,+,4.661830076,K562
11205,11205,chr17,55776493,55776565,+,4.734599103,K562
11206,11206,chr17,55776493,55776565,+,4.734599103,K562
11207,11207,chr5,55936808,55936874,-,8.344956602,HepG2
11208,11208,chr5,55936820,55936876,-,4.545455288,HepG2
11209,11209,chr5,55936808,55936874,-,8.344956602,HepG2
11210,11210,chr5,55936820,55936876,-,4.545455288,HepG2
11211,11211,chr5,55936808,55936874,-,8.344956602,HepG2
11212,11212,chr5,55936820,55936876,-,4.545455288,HepG2
11213,11213,chr12,55971630,55971690,+,4.681982602,K562
11214,11214,chr12,55971630,55971690,+,4.681982602,K562
11215,11215,chr12,55972694,55972732,+,4.308259517,K562
11216,11216,chr12,55971630,55971690,+,4.681982602,K562
11217,11217,chr12,55971630,55971690,+,4.681982602,K562
11218,11218,chr12,55972605,55972655,+,3.016910938,HepG2
11219,11219,chr12,55972597,55972659,+,12.06039589,K562
11220,11220,chr12,55992096,55992167,+,3.016910938,HepG2
11221,11221,chr7,55999992,56000082,+,5.075872175,K562
11222,11222,chr7,55999992,56000082,+,5.075872175,K562
11223,11223,chr7,56063898,56063964,+,5.075872175,K562
11224,11224,chr7,56063898,56063964,+,5.075872175,K562
11225,11225,chr15,56091625,56091676,-,6.327809749,HepG2
11226,11226,chr15,56092613,56092649,-,3.536314955,HepG2
11227,11227,chr15,56092037,56092076,-,3.189448735,HepG2
11228,11228,chr15,56091625,56091676,-,6.327809749,HepG2
11229,11229,chr15,56091625,56091676,-,6.327809749,HepG2
11230,11230,chr15,56092613,56092649,-,3.536314955,HepG2
11231,11231,chr15,56092037,56092076,-,3.189448735,HepG2
11232,11232,chr15,56092613,56092649,-,3.536314955,HepG2
11233,11233,chr15,56092037,56092076,-,3.189448735,HepG2
11234,11234,chr19,56087628,56087686,-,6.464207677,K562
11235,11235,chr19,56087664,56087712,-,3.536314955,HepG2
11236,11236,chr7,56101605,56101657,-,16.12299168,K562
11237,11237,chr12,56144058,56144165,+,6.636404941,HepG2
11238,11238,chr12,56144121,56144199,+,10.88578947,K562
11239,11239,chr12,56144219,56144300,+,10.74605654,K562
11240,11240,chr12,56162698,56162731,-,3.805119784,K562
11241,11241,chr12,56237828,56237887,-,5.271256259,K562
11242,11242,chr12,56237828,56237887,-,5.271256259,K562
11243,11243,chr12,56238642,56238688,-,6.814412237,HepG2
11244,11244,chr12,56240770,56240812,-,3.96221267,HepG2
11245,11245,chr12,56238518,56238566,-,11.9361557,K562
11246,11246,chr12,56238437,56238470,-,4.28721069,K562
11247,11247,chr12,56238326,56238369,-,3.610284393,K562
11248,11248,chr12,56237828,56237887,-,5.271256259,K562
11249,11249,chr12,56238634,56238731,-,8.971096647,K562
11250,11250,chr12,56238514,56238565,-,11.82009678,K562
11251,11251,chr12,56238688,56238726,-,7.134226259,HepG2
11252,11252,chr12,56238645,56238730,-,11.40389025,K562
11253,11253,chr12,56238596,56238623,-,3.199661376,HepG2
11254,11254,chr10,56357781,56357892,-,14.91271561,K562
11255,11255,chr10,56357710,56357729,-,3.36069115,K562
11256,11256,chr10,56357710,56357729,-,3.36069115,K562
11257,11257,chr10,56357781,56357892,-,14.91271561,K562
11258,11258,chr10,56357781,56357892,-,14.91271561,K562
11259,11259,chr10,56357710,56357729,-,3.36069115,K562
11260,11260,chr16,56362060,56362107,-,5.075872175,K562
11261,11261,chr16,56362602,56362664,-,3.882310524,HepG2
11262,11262,chr16,56362580,56362618,-,3.476468913,HepG2
11263,11263,chr20,56369594,56369629,-,6.253438812,K562
11264,11264,chr20,56369594,56369629,-,6.253438812,K562
11265,11265,chr20,56369594,56369629,-,6.253438812,K562
11266,11266,chr20,56369594,56369629,-,6.253438812,K562
11267,11267,chr20,56369594,56369629,-,6.253438812,K562
11268,11268,chr20,56369594,56369629,-,6.253438812,K562
11269,11269,chr20,56369594,56369629,-,6.253438812,K562
11270,11270,chr20,56403881,56403921,+,3.36069115,K562
11271,11271,chr20,56404090,56404154,+,3.882310524,HepG2
11272,11272,chr20,56403748,56403791,+,3.693916752,HepG2
11273,11273,chr16,56431373,56431405,-,3.199661376,HepG2
11274,11274,chr16,56431373,56431405,-,3.199661376,HepG2
11275,11275,chr6,56458681,56458746,-,4.01631793,HepG2
11276,11276,chr6,56458683,56458765,-,4.594322111,HepG2
11277,11277,chr6,56458681,56458746,-,4.01631793,HepG2
11278,11278,chr6,56458683,56458765,-,4.594322111,HepG2
11279,11279,chr6,56458681,56458746,-,4.01631793,HepG2
11280,11280,chr6,56458683,56458765,-,4.594322111,HepG2
11281,11281,chr6,56458683,56458765,-,4.594322111,HepG2
11282,11282,chr6,56458681,56458746,-,4.01631793,HepG2
11283,11283,chr6,56458683,56458765,-,4.594322111,HepG2
11284,11284,chr6,56458681,56458746,-,4.01631793,HepG2
11285,11285,chr6,56458683,56458765,-,4.594322111,HepG2
11286,11286,chr6,56458681,56458746,-,4.01631793,HepG2
11287,11287,chr16,56484496,56484557,-,3.36069115,K562
11288,11288,chr16,56484496,56484557,-,3.36069115,K562
11289,11289,chr16,56484496,56484557,-,3.36069115,K562
11290,11290,chr16,56484496,56484557,-,3.36069115,K562
11291,11291,chr16,56484496,56484557,-,3.36069115,K562
11292,11292,chr16,56484496,56484557,-,3.36069115,K562
11293,11293,chr16,56484496,56484557,-,3.36069115,K562
11294,11294,chr16,56484496,56484557,-,3.36069115,K562
11295,11295,chr1,56495017,56495083,-,7.134226259,HepG2
11296,11296,chr1,56495016,56495076,-,5.639574165,HepG2
11297,11297,chr1,56495658,56495704,-,3.693916752,HepG2
11298,11298,chr1,56494808,56494861,-,4.640911235,HepG2
11299,11299,chr20,56518675,56518744,+,3.915254684,K562
11300,11300,chr20,56518675,56518744,+,3.915254684,K562
11301,11301,chr20,56518675,56518744,+,3.915254684,K562
11302,11302,chr12,56595972,56596029,-,5.591824335,HepG2
11303,11303,chr12,56596124,56596182,-,7.235175302,K562
11304,11304,chr12,56596825,56596843,-,5.03695252,K562
11305,11305,chr12,56595972,56596029,-,5.591824335,HepG2
11306,11306,chr12,56596825,56596843,-,5.03695252,K562
11307,11307,chr12,56596506,56596553,-,7.947077623,HepG2
11308,11308,chr12,56596124,56596182,-,7.235175302,K562
11309,11309,chr12,56596902,56596956,-,10.17925677,K562
11310,11310,chr12,56596215,56596274,-,3.882310524,HepG2
11311,11311,chr12,56596215,56596274,-,3.882310524,HepG2
11312,11312,chr12,56596506,56596553,-,7.947077623,HepG2
11313,11313,chr12,56595972,56596029,-,5.591824335,HepG2
11314,11314,chr12,56596124,56596182,-,7.235175302,K562
11315,11315,chr12,56596919,56596939,-,5.271256259,K562
11316,11316,chr12,56596919,56596939,-,5.271256259,K562
11317,11317,chr12,56596902,56596956,-,10.17925677,K562
11318,11318,chr12,56596902,56596956,-,10.17925677,K562
11319,11319,chr12,56596124,56596182,-,7.235175302,K562
11320,11320,chr12,56596919,56596939,-,5.271256259,K562
11321,11321,chr12,56596215,56596274,-,3.882310524,HepG2
11322,11322,chr12,56596506,56596553,-,7.947077623,HepG2
11323,11323,chr12,56596825,56596843,-,5.03695252,K562
11324,11324,chr12,56595972,56596029,-,5.591824335,HepG2
11325,11325,chr16,56609409,56609455,+,8.797130412,HepG2
11326,11326,chr16,56609328,56609379,+,9.158950341,HepG2
11327,11327,chr16,56609424,56609460,+,3.424169967,K562
11328,11328,chr16,56609311,56609389,+,11.16450602,K562
11329,11329,chr16,56609404,56609470,+,16.0245727,K562
11330,11330,chr16,56609409,56609455,+,8.797130412,HepG2
11331,11331,chr16,56609311,56609389,+,11.16450602,K562
11332,11332,chr16,56609424,56609460,+,3.424169967,K562
11333,11333,chr16,56609404,56609470,+,16.0245727,K562
11334,11334,chr16,56609328,56609379,+,9.158950341,HepG2
11335,11335,chr12,56638219,56638265,-,28.85145904,K562
11336,11336,chr16,56684119,56684155,+,5.340467232,HepG2
11337,11337,chr16,56684001,56684087,+,4.227194163,K562
11338,11338,chr16,56684117,56684167,+,6.881933778,K562
11339,11339,chr16,56684118,56684166,+,4.367798095,K562
11340,11340,chr1,56708268,56708297,+,3.693916752,HepG2
11341,11341,chr1,56708268,56708297,+,3.693916752,HepG2
11342,11342,chr19,56810772,56810815,-,6.923796619,HepG2
11343,11343,chr19,56810772,56810815,-,6.923796619,HepG2
11344,11344,chr19,56810772,56810815,-,6.923796619,HepG2
11345,11345,chr19,56810772,56810815,-,6.923796619,HepG2
11346,11346,chr19,56810772,56810815,-,6.923796619,HepG2
11347,11347,chr19,56810772,56810815,-,6.923796619,HepG2
11348,11348,chr17,56891458,56891556,-,12.21798628,K562
11349,11349,chr17,56891455,56891531,-,4.613129145,HepG2
11350,11350,chr17,56891458,56891556,-,12.21798628,K562
11351,11351,chr17,56891455,56891531,-,4.613129145,HepG2
11352,11352,chr5,56919621,56919755,-,5.03695252,K562
11353,11353,chr5,56919621,56919755,-,5.03695252,K562
11354,11354,chr5,56919621,56919755,-,5.03695252,K562
11355,11355,chr17,56938346,56938457,-,7.235175302,K562
11356,11356,chr16,56943518,56943582,+,12.64518113,HepG2
11357,11357,chr16,56943760,56943851,+,4.105895486,K562
11358,11358,chr16,56943790,56943846,+,7.127411047,HepG2
11359,11359,chr16,56943796,56943840,+,4.269339392,HepG2
11360,11360,chr16,56943396,56943436,+,4.52966126,HepG2
11361,11361,chr16,56943518,56943582,+,12.64518113,HepG2
11362,11362,chr16,56943396,56943436,+,4.52966126,HepG2
11363,11363,chr16,56943396,56943436,+,4.52966126,HepG2
11364,11364,chr16,56943796,56943840,+,4.269339392,HepG2
11365,11365,chr16,56943790,56943846,+,7.127411047,HepG2
11366,11366,chr16,56943518,56943582,+,12.64518113,HepG2
11367,11367,chr16,56943790,56943846,+,7.127411047,HepG2
11368,11368,chr16,56943796,56943840,+,4.269339392,HepG2
11369,11369,chr16,56943760,56943851,+,4.105895486,K562
11370,11370,chr16,56943760,56943851,+,4.105895486,K562
11371,11371,chr16,56943396,56943436,+,4.52966126,HepG2
11372,11372,chr16,56943790,56943846,+,7.127411047,HepG2
11373,11373,chr16,56943760,56943851,+,4.105895486,K562
11374,11374,chr16,56943518,56943582,+,12.64518113,HepG2
11375,11375,chr16,56943796,56943840,+,4.269339392,HepG2
11376,11376,chr4,57031028,57031087,+,5.737236473,K562
11377,11377,chr4,57031028,57031087,+,5.737236473,K562
11378,11378,chr4,57031028,57031087,+,5.737236473,K562
11379,11379,chr4,57031028,57031087,+,5.737236473,K562
11380,11380,chr12,57095203,57095254,+,4.681982602,K562
11381,11381,chr12,57095203,57095254,+,4.681982602,K562
11382,11382,chr12,57095998,57096125,-,6.099840782,K562
11383,11383,chr12,57096059,57096120,-,3.424169967,K562
11384,11384,chr12,57096059,57096120,-,3.424169967,K562
11385,11385,chr12,57095998,57096125,-,6.099840782,K562
11386,11386,chr17,57120898,57120942,+,4.007253545,HepG2
11387,11387,chr17,57120630,57120667,+,3.016910938,HepG2
11388,11388,chr17,57121027,57121075,+,5.050337254,HepG2
11389,11389,chr17,57121027,57121075,+,5.050337254,HepG2
11390,11390,chr17,57120630,57120667,+,3.016910938,HepG2
11391,11391,chr17,57120898,57120942,+,4.007253545,HepG2
11392,11392,chr6,57168478,57168560,+,4.01631793,HepG2
11393,11393,chr6,57168478,57168560,+,4.01631793,HepG2
11394,11394,chr12,57212726,57212777,+,17.36927727,HepG2
11395,11395,chr12,57212963,57212999,+,6.923796619,HepG2
11396,11396,chr12,57212777,57212818,+,9.009494209,HepG2
11397,11397,chr12,57234341,57234437,+,5.287361324,K562
11398,11398,chr12,57234341,57234437,+,5.287361324,K562
11399,11399,chr12,57234341,57234437,+,5.287361324,K562
11400,11400,chr12,57234341,57234437,+,5.287361324,K562
11401,11401,chr12,57234341,57234437,+,5.287361324,K562
11402,11402,chr12,57234542,57234637,+,16.15654919,K562
11403,11403,chr12,57234542,57234637,+,16.15654919,K562
11404,11404,chr12,57234542,57234637,+,16.15654919,K562
11405,11405,chr12,57234542,57234637,+,16.15654919,K562
11406,11406,chr12,57234542,57234637,+,16.15654919,K562
11407,11407,chr12,57253783,57253833,-,5.766439673,K562
11408,11408,chr12,57253786,57253835,-,5.858969044,K562
11409,11409,chr12,57253786,57253835,-,5.858969044,K562
11410,11410,chr12,57253786,57253835,-,5.858969044,K562
11411,11411,chr12,57253786,57253835,-,5.858969044,K562
11412,11412,chr12,57253783,57253833,-,5.766439673,K562
11413,11413,chr12,57253783,57253833,-,5.766439673,K562
11414,11414,chr12,57253783,57253833,-,5.766439673,K562
11415,11415,chr12,57253783,57253833,-,5.766439673,K562
11416,11416,chr12,57253786,57253835,-,5.858969044,K562
11417,11417,chr5,57262902,57263039,+,8.161698843,K562
11418,11418,chr5,57262920,57263040,+,4.367798095,K562
11419,11419,chr5,57262902,57263039,+,8.161698843,K562
11420,11420,chr5,57262920,57263040,+,4.367798095,K562
11421,11421,chr5,57262920,57263040,+,4.367798095,K562
11422,11422,chr5,57262920,57263040,+,4.367798095,K562
11423,11423,chr5,57262902,57263039,+,8.161698843,K562
11424,11424,chr5,57262920,57263040,+,4.367798095,K562
11425,11425,chr5,57262902,57263039,+,8.161698843,K562
11426,11426,chr5,57262902,57263039,+,8.161698843,K562
11427,11427,chr11,57299714,57299771,-,3.682185412,K562
11428,11428,chr11,57299989,57300048,-,5.845397111,K562
11429,11429,chr11,57299697,57299748,-,4.545455288,HepG2
11430,11430,chr11,57299989,57300048,-,5.845397111,K562
11431,11431,chr11,57299714,57299771,-,3.682185412,K562
11432,11432,chr11,57299697,57299748,-,4.545455288,HepG2
11433,11433,chr11,57326049,57326233,-,11.26446497,K562
11434,11434,chr16,57383584,57383600,+,3.476468913,HepG2
11435,11435,chr16,57383660,57383705,+,4.613129145,HepG2
11436,11436,chr16,57384416,57384468,+,4.064158778,HepG2
11437,11437,chr16,57384445,57384494,+,4.937746775,HepG2
11438,11438,chr16,57384445,57384494,+,4.937746775,HepG2
11439,11439,chr16,57384287,57384304,+,3.536314955,HepG2
11440,11440,chr16,57384347,57384377,+,3.199661376,HepG2
11441,11441,chr16,57384416,57384468,+,4.064158778,HepG2
11442,11442,chr16,57384347,57384377,+,3.199661376,HepG2
11443,11443,chr16,57383584,57383600,+,3.476468913,HepG2
11444,11444,chr16,57383660,57383705,+,4.613129145,HepG2
11445,11445,chr16,57383811,57383820,+,3.511542639,HepG2
11446,11446,chr16,57384212,57384227,+,3.199661376,HepG2
11447,11447,chr16,57384287,57384304,+,3.536314955,HepG2
11448,11448,chr16,57384883,57384920,+,5.018185287,HepG2
11449,11449,chr16,57383811,57383820,+,3.511542639,HepG2
11450,11450,chr16,57384445,57384494,+,4.937746775,HepG2
11451,11451,chr16,57384416,57384468,+,4.064158778,HepG2
11452,11452,chr16,57384287,57384304,+,3.536314955,HepG2
11453,11453,chr16,57384212,57384227,+,3.199661376,HepG2
11454,11454,chr16,57383207,57383225,+,3.189448735,HepG2
11455,11455,chr16,57383660,57383705,+,4.613129145,HepG2
11456,11456,chr16,57383207,57383225,+,3.189448735,HepG2
11457,11457,chr16,57384212,57384227,+,3.199661376,HepG2
11458,11458,chr16,57384883,57384920,+,5.018185287,HepG2
11459,11459,chr16,57384347,57384377,+,3.199661376,HepG2
11460,11460,chr16,57383584,57383600,+,3.476468913,HepG2
11461,11461,chr16,57383207,57383225,+,3.189448735,HepG2
11462,11462,chr16,57384883,57384920,+,5.018185287,HepG2
11463,11463,chr16,57383811,57383820,+,3.511542639,HepG2
11464,11464,chr20,57409131,57409216,+,14.34013132,K562
11465,11465,chr20,57408877,57408944,+,5.340467232,HepG2
11466,11466,chr20,57408330,57408370,+,4.367798095,K562
11467,11467,chr20,57408670,57408722,+,7.671003851,K562
11468,11468,chr16,57471138,57471197,+,3.540116796,K562
11469,11469,chr16,57471756,57471799,+,5.018019887,K562
11470,11470,chr16,57473289,57473347,-,3.189448735,HepG2
11471,11471,chr16,57473289,57473347,-,3.189448735,HepG2
11472,11472,chr16,57473289,57473347,-,3.189448735,HepG2
11473,11473,chr18,57483564,57483609,+,3.199661376,HepG2
11474,11474,chr11,57484577,57484670,-,4.308259517,K562
11475,11475,chr11,57484577,57484670,-,4.308259517,K562
11476,11476,chr20,57498218,57498269,-,8.400903298,K562
11477,11477,chr20,57498218,57498269,-,8.400903298,K562
11478,11478,chr20,57498218,57498269,-,8.400903298,K562
11479,11479,chr20,57498218,57498269,-,8.400903298,K562
11480,11480,chr20,57498218,57498269,-,8.400903298,K562
11481,11481,chr12,57516604,57516669,-,7.840583212,K562
11482,11482,chr12,57516616,57516651,-,4.227194163,K562
11483,11483,chr12,57516604,57516669,-,7.840583212,K562
11484,11484,chr12,57516616,57516651,-,4.227194163,K562
11485,11485,chr12,57516616,57516651,-,4.227194163,K562
11486,11486,chr12,57516604,57516669,-,7.840583212,K562
11487,11487,chr12,57516616,57516651,-,4.227194163,K562
11488,11488,chr12,57516604,57516669,-,7.840583212,K562
11489,11489,chr12,57516604,57516669,-,7.840583212,K562
11490,11490,chr12,57516616,57516651,-,4.227194163,K562
11491,11491,chr12,57516616,57516651,-,4.227194163,K562
11492,11492,chr12,57516604,57516669,-,7.840583212,K562
11493,11493,chr18,57549953,57550008,-,3.991571025,K562
11494,11494,chr18,57550002,57550075,-,8.859227438,K562
11495,11495,chr18,57549704,57549761,-,12.64995017,K562
11496,11496,chr18,57549704,57549761,-,12.64995017,K562
11497,11497,chr18,57549953,57550008,-,3.991571025,K562
11498,11498,chr18,57550002,57550075,-,8.859227438,K562
11499,11499,chr18,57550002,57550075,-,8.859227438,K562
11500,11500,chr18,57549704,57549761,-,12.64995017,K562
11501,11501,chr18,57549953,57550008,-,3.991571025,K562
11502,11502,chr11,57552299,57552350,-,3.545634347,K562
11503,11503,chr11,57552299,57552350,-,3.545634347,K562
11504,11504,chr20,57566371,57566407,+,4.52966126,HepG2
