ensembl_transcript_id,ensembl_gene_id,external_gene_name,description,DDX6_chrom,DDX6_start,DDX6_end,strand,confidence_score,sample_or_tissue_used,3UTR_chrom,3UTR_start,3UTR_end
ENST00000301633,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224242,78224364,+,22.9697647,K562,chr17,78223554,78225636
ENST00000350051,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224250,78224369,+,22.52515752,K562,chr17,78223554,78225636
ENST00000350051,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224305,78224351,+,3.55428109,HepG2,chr17,78223554,78225635
ENST00000350051,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224250,78224369,+,22.52515752,K562,chr17,78223554,78225635
ENST00000374948,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224250,78224369,+,22.52515752,K562,chr17,78223657,78225636
ENST00000374948,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224305,78224351,+,3.55428109,HepG2,chr17,78223657,78225636
ENST00000374948,ENSG00000089685,BIRC5,baculoviral IAP repeat containing 5 [Source:HGNC Symbol;Acc:HGNC:593],chr17,78224242,78224364,+,22.9697647,K562,chr17,78223657,78225636
ENST00000376588,ENSG00000135069,PSAT1,phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129],chr9,78329771,78329817,+,4.269339392,HepG2,chr9,78329086,78330093
ENST00000621999,ENSG00000085365,SCAMP1,secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563],chr5,78477817,78477850,+,3.693916752,HepG2,chr5,78475668,78480739
ENST00000621999,ENSG00000085365,SCAMP1,secretory carrier membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:10563],chr5,78476291,78476344,+,3.957620614,K562,chr5,78475668,78480739
ENST00000515007,ENSG00000145685,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588],chr5,78488128,78488169,-,3.693916752,HepG2,chr5,78485214,78488896
ENST00000380345,ENSG00000145685,LHFPL2,LHFPL tetraspan subfamily member 2 [Source:HGNC Symbol;Acc:HGNC:6588],chr5,78488128,78488169,-,3.693916752,HepG2,chr5,78485229,78488896
ENST00000258886,ENSG00000136381,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],chr15,78500819,78500904,+,3.016910938,HepG2,chr15,78498143,78501453
ENST00000258886,ENSG00000136381,IREB2,iron responsive element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6115],chr15,78498360,78498477,+,20.67933453,K562,chr15,78498143,78501453
ENST00000512123,ENSG00000138759,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185],chr4,78543964,78544004,+,5.018185287,HepG2,chr4,78541124,78544269
ENST00000512123,ENSG00000138759,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185],chr4,78544004,78544048,+,3.189448735,HepG2,chr4,78541124,78544269
ENST00000512123,ENSG00000138759,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185],chr4,78543972,78544049,+,4.064158778,HepG2,chr4,78541124,78544269
ENST00000512123,ENSG00000138759,FRAS1,Fraser extracellular matrix complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:19185],chr4,78541190,78541262,+,4.279424552,HepG2,chr4,78541124,78544269
ENST00000558094,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548807,78548996
ENST00000558281,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548807,78548970
ENST00000558341,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548880,78549176
ENST00000044462,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548944,78549186
ENST00000413382,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548944,78549204
ENST00000559082,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548944,78549037
ENST00000560217,ENSG00000041357,PSMA4,proteasome 20S subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533],chr15,78548933,78549015,+,7.88849318,K562,chr15,78548944,78552417
ENST00000264914,ENSG00000113273,ARSB,arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714],chr5,78778134,78778178,-,3.016910938,HepG2,chr5,78777208,78780396
ENST00000542802,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78797026,78797076,-,3.96221267,HepG2,chr17,78795652,78797879
ENST00000542802,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78797554,78797591,-,3.536314955,HepG2,chr17,78795652,78797879
ENST00000542802,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78795741,78795838,-,6.193822605,HepG2,chr17,78795652,78797879
ENST00000312010,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78798109,78798236,-,5.845397111,K562,chr17,78796882,78798419
ENST00000312010,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78797026,78797076,-,3.96221267,HepG2,chr17,78796882,78798419
ENST00000312010,ENSG00000055483,USP36,ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062],chr17,78797554,78797591,-,3.536314955,HepG2,chr17,78796882,78798419
ENST00000262768,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78853084,78853155,-,4.739795003,HepG2,chr17,78852976,78855666
ENST00000262768,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78855154,78855226,-,4.639920509,HepG2,chr17,78852976,78855666
ENST00000536189,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78855154,78855226,-,4.639920509,HepG2,chr17,78852976,78855666
ENST00000536189,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78855154,78855226,-,4.639920509,HepG2,chr17,78852976,78855666
ENST00000585421,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78853084,78853155,-,4.739795003,HepG2,chr17,78852976,78855666
ENST00000585421,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78853084,78853155,-,4.739795003,HepG2,chr17,78852976,78855666
ENST00000586057,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78853084,78853155,-,4.739795003,HepG2,chr17,78852980,78855666
ENST00000586057,ENSG00000035862,TIMP2,TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821],chr17,78855154,78855226,-,4.639920509,HepG2,chr17,78852980,78855666
ENST00000331268,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897624,78897675,+,8.307859361,K562,chr15,78897067,78898133
ENST00000331268,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897627,78897669,+,3.424169967,K562,chr15,78897067,78898139
ENST00000379535,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897624,78897675,+,8.307859361,K562,chr15,78897067,78898139
ENST00000379535,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897627,78897669,+,3.424169967,K562,chr15,78897067,78897730
ENST00000426013,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897627,78897669,+,3.424169967,K562,chr15,78897067,78898133
ENST00000426013,ENSG00000185787,MORF4L1,mortality factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:16989],chr15,78897624,78897675,+,8.307859361,K562,chr15,78897067,78897730
ENST00000392446,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78993032,78993096,-,4.619541281,K562,chr17,78991715,78993549
ENST00000392446,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78992546,78992593,-,7.134226259,HepG2,chr17,78991715,78993549
ENST00000302345,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78992546,78992593,-,7.134226259,HepG2,chr17,78991716,78993549
ENST00000302345,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78993032,78993096,-,4.619541281,K562,chr17,78991716,78993549
ENST00000620915,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78993032,78993096,-,4.619541281,K562,chr17,78991716,78993549
ENST00000620915,ENSG00000171302,CANT1,calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721],chr17,78992546,78992593,-,7.134226259,HepG2,chr17,78991716,78993549
ENST00000579016,ENSG00000167280,ENGASE,endo-beta-N-acetylglucosaminidase [Source:HGNC Symbol;Acc:HGNC:24622],chr17,79088198,79088267,+,5.229321962,K562,chr17,79086349,79088599
ENST00000334512,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],chr10,79315650,79315697,+,3.016910938,HepG2,chr10,79312749,79316519
ENST00000334512,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],chr10,79314375,79314402,+,3.536314955,HepG2,chr10,79312749,79316519
ENST00000334512,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],chr10,79314367,79314375,+,3.189448735,HepG2,chr10,79312749,79316519
ENST00000334512,ENSG00000108175,ZMIZ1,zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493],chr10,79316136,79316171,+,3.511542639,HepG2,chr10,79312749,79316519
ENST00000225174,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],chr10,79354291,79354332,+,3.266697184,K562,chr10,79353842,79355334
ENST00000225174,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],chr10,79354538,79354591,+,7.399850431,HepG2,chr10,79353842,79355334
ENST00000225174,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],chr10,79354624,79354690,+,7.703129555,K562,chr10,79353842,79355334
ENST00000225174,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],chr10,79354282,79354348,+,5.858969044,K562,chr10,79353842,79355334
ENST00000225174,ENSG00000108179,PPIF,peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259],chr10,79353980,79354017,+,3.016910938,HepG2,chr10,79353842,79355334
ENST00000369838,ENSG00000198478,SH3BGRL2,SH3 domain binding glutamate rich protein like 2 [Source:HGNC Symbol;Acc:HGNC:15567],chr6,79702030,79702077,+,3.915254684,K562,chr6,79699509,79703655
ENST00000674295,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],chr8,79764605,79764693,-,3.266697184,K562,chr8,79762370,79765187
ENST00000674418,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],chr8,79764605,79764693,-,3.266697184,K562,chr8,79762370,79765187
ENST00000354724,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],chr8,79764605,79764693,-,3.266697184,K562,chr8,79764009,79765187
ENST00000337919,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],chr8,79764605,79764693,-,3.266697184,K562,chr8,79764012,79765187
ENST00000674358,ENSG00000164683,HEY1,hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880],chr8,79764605,79764693,-,3.266697184,K562,chr8,79764032,79765187
ENST00000261207,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79774110,79774224,-,9.345602034,K562,chr12,79773562,79775928
ENST00000261207,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79774251,79774396,-,18.20585367,K562,chr12,79773562,79775928
ENST00000261207,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79773894,79773933,-,3.511542639,HepG2,chr12,79773562,79775928
ENST00000450142,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79774251,79774396,-,18.20585367,K562,chr12,79773567,79775928
ENST00000450142,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79774110,79774224,-,9.345602034,K562,chr12,79773567,79775928
ENST00000450142,ENSG00000058272,PPP1R12A,protein phosphatase 1 regulatory subunit 12A [Source:HGNC Symbol;Acc:HGNC:7618],chr12,79773894,79773933,-,3.511542639,HepG2,chr12,79773567,79775928
ENST00000310942,ENSG00000173894,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],chr17,79785439,79785480,+,5.32198595,HepG2,chr17,79785042,79787983
ENST00000310942,ENSG00000173894,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],chr17,79787426,79787504,+,8.813213123,HepG2,chr17,79785042,79787983
ENST00000310942,ENSG00000173894,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],chr17,79786776,79786815,+,3.199661376,HepG2,chr17,79785042,79787983
ENST00000269397,ENSG00000141582,CBX4,chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554],chr17,79833538,79833579,-,4.557780101,HepG2,chr17,79833155,79833958
ENST00000269397,ENSG00000141582,CBX4,chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554],chr17,79833839,79833885,-,3.36069115,K562,chr17,79833155,79833958
ENST00000448310,ENSG00000141582,CBX4,chromobox 4 [Source:HGNC Symbol;Acc:HGNC:1554],chr17,79834977,79835046,-,4.584678521,HepG2,chr17,79835043,79835395
ENST00000357575,ENSG00000122490,SLC66A2,solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188],chr18,79902478,79902548,-,9.015849449,HepG2,chr18,79902419,79903975
ENST00000357575,ENSG00000122490,SLC66A2,solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188],chr18,79902505,79902547,-,3.96221267,HepG2,chr18,79902419,79903975
ENST00000397778,ENSG00000122490,SLC66A2,solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188],chr18,79902478,79902548,-,9.015849449,HepG2,chr18,79902419,79903975
ENST00000397778,ENSG00000122490,SLC66A2,solute carrier family 66 member 2 [Source:HGNC Symbol;Acc:HGNC:26188],chr18,79902505,79902547,-,3.96221267,HepG2,chr18,79902419,79903975
ENST00000310924,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939104,79939158,-,5.340467232,HepG2,chr17,79932342,79940858
ENST00000310924,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939792,79939851,-,5.340467232,HepG2,chr17,79932342,79940858
ENST00000576768,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939792,79939851,-,5.340467232,HepG2,chr17,79935791,79940858
ENST00000576768,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939104,79939158,-,5.340467232,HepG2,chr17,79935791,79940858
ENST00000340848,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939104,79939158,-,5.340467232,HepG2,chr17,79937907,79940858
ENST00000340848,ENSG00000167291,TBC1D16,TBC1 domain family member 16 [Source:HGNC Symbol;Acc:HGNC:28356],chr17,79939792,79939851,-,5.340467232,HepG2,chr17,79937907,79940858
ENST00000230510,ENSG00000112742,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],chr6,80042399,80042479,+,5.37656421,K562,chr6,80042202,80042527
ENST00000369798,ENSG00000112742,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],chr6,80042399,80042479,+,5.37656421,K562,chr6,80042202,80042527
ENST00000509894,ENSG00000112742,TTK,TTK protein kinase [Source:HGNC Symbol;Acc:HGNC:12401],chr6,80042399,80042479,+,5.37656421,K562,chr6,80042202,80042527
ENST00000302262,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119344,80119425,+,4.937746775,HepG2,chr17,80119331,80119881
ENST00000302262,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119695,80119796,+,6.636404941,HepG2,chr17,80119331,80119877
ENST00000302262,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119344,80119425,+,4.937746775,HepG2,chr17,80119331,80119877
ENST00000390015,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119695,80119796,+,6.636404941,HepG2,chr17,80119331,80119881
ENST00000390015,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119617,80119681,+,5.957249309,HepG2,chr17,80119331,80119877
ENST00000390015,ENSG00000171298,GAA,alpha glucosidase [Source:HGNC Symbol;Acc:HGNC:4065],chr17,80119617,80119681,+,5.957249309,HepG2,chr17,80119331,80119881
ENST00000649764,ENSG00000141543,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683],chr17,80135359,80135404,-,3.199661376,HepG2,chr17,80134368,80135489
ENST00000647795,ENSG00000141543,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683],chr17,80135359,80135404,-,3.199661376,HepG2,chr17,80135298,80135489
ENST00000576547,ENSG00000141543,EIF4A3,eukaryotic translation initiation factor 4A3 [Source:HGNC Symbol;Acc:HGNC:18683],chr17,80135359,80135404,-,3.199661376,HepG2,chr17,80135348,80135489
ENST00000261749,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138358
ENST00000261749,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138392
ENST00000558494,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138360
ENST00000558494,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138360
ENST00000559157,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138393
ENST00000559157,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138360
ENST00000559775,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138392
ENST00000559775,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138392
ENST00000559835,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138358
ENST00000559835,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138393
ENST00000613266,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138392
ENST00000613266,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138360
ENST00000616533,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138392
ENST00000616533,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138392
ENST00000618205,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138277,80138335,+,5.03695252,K562,chr15,80137628,80138360
ENST00000618205,ENSG00000086666,ZFAND6,zinc finger AN1-type containing 6 [Source:HGNC Symbol;Acc:HGNC:30164],chr15,80138147,80138195,+,3.610284393,K562,chr15,80137628,80138360
ENST00000262198,ENSG00000101544,ADNP2,ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803],chr18,80139773,80139821,+,3.189448735,HepG2,chr18,80138809,80140346
ENST00000262198,ENSG00000101544,ADNP2,ADNP homeobox 2 [Source:HGNC Symbol;Acc:HGNC:23803],chr18,80138852,80138909,+,3.915254684,K562,chr18,80138809,80140346
ENST00000372231,ENSG00000122359,ANXA11,annexin A11 [Source:HGNC Symbol;Acc:HGNC:535],chr10,80155806,80155869,-,4.227194163,K562,chr10,80150888,80155852
ENST00000422982,ENSG00000122359,ANXA11,annexin A11 [Source:HGNC Symbol;Acc:HGNC:535],chr10,80155806,80155869,-,4.227194163,K562,chr10,80150888,80155852
ENST00000438331,ENSG00000122359,ANXA11,annexin A11 [Source:HGNC Symbol;Acc:HGNC:535],chr10,80155806,80155869,-,4.227194163,K562,chr10,80150888,80155852
ENST00000265447,ENSG00000122359,ANXA11,annexin A11 [Source:HGNC Symbol;Acc:HGNC:535],chr10,80155806,80155869,-,4.227194163,K562,chr10,80155123,80155852
ENST00000326317,ENSG00000181523,SGSH,N-sulfoglucosamine sulfohydrolase [Source:HGNC Symbol;Acc:HGNC:10818],chr17,80209464,80209525,-,3.511542639,HepG2,chr17,80209275,80210451
ENST00000341863,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518169,80518286,+,6.577553636,K562,chr10,80517976,80533123
ENST00000341863,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518169,80518286,+,6.577553636,K562,chr10,80517976,80518337
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519190,80519218,+,3.016910938,HepG2,chr10,80517976,80533123
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518447,80518490,+,5.018185287,HepG2,chr10,80517976,80522631
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519190,80519218,+,3.016910938,HepG2,chr10,80517976,80519628
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518214,80518329,+,7.543133147,HepG2,chr10,80517976,80518216
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519108,80519134,+,4.640911235,HepG2,chr10,80517976,80533123
ENST00000372158,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519108,80519134,+,4.640911235,HepG2,chr10,80517976,80522631
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519534,80519598,+,4.640911235,HepG2,chr10,80517976,80519628
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518214,80518329,+,7.543133147,HepG2,chr10,80517976,80522631
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519108,80519134,+,4.640911235,HepG2,chr10,80517976,80519628
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518447,80518490,+,5.018185287,HepG2,chr10,80517976,80533123
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519190,80519218,+,3.016910938,HepG2,chr10,80517976,80533124
ENST00000372164,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518214,80518329,+,7.543133147,HepG2,chr10,80517976,80533123
ENST00000429989,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80518214,80518329,+,7.543133147,HepG2,chr10,80517976,80519628
ENST00000429989,ENSG00000108219,TSPAN14,tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303],chr10,80519534,80519598,+,4.640911235,HepG2,chr10,80517976,80533123
